session,mp_name,constituency.x,days_attended,nature_of_membership,start_of_term,end_of_term,no_of_term,standing_committee_membership,state,constituency.y,political_party,gender,educational_qualifications,educational_qualifications_details,age,debates,private_member_bills,questions,attendance,national_debates_average,national_private_member_bills_average,national_questions_average,national_attendance_average,states_debates_average,states_private_member_bills_average,states_questions_average,states_attendance_average,full_name
3,ritatarai,jajpur,22,elected,2014-05-18T00:00:00Z,inoffice,first,healthandfamilywelfare,odisha,jajpur,bijujanatadal,female,inter/highersecondary,intermediate,41,11,0,140,0.87,57.5,1.8,231,0.8,51.1,2.8,181,0.83,Rita Tarai
3,santokhsinghchaudhary,jalandhar,21,elected,2014-05-18T00:00:00Z,inoffice,first,socialjustice&empowerment,punjab,jalandhar,indiannationalcongress,male,professionalgraduate,ballb,71,25,1,55,0.89,57.5,1.8,231,0.8,40.5,0.9,107,0.7,Santokh Singh Chaudhary
3,bhanupratapsinghverma,jalaun,22,elected,2014-05-18T00:00:00Z,inoffice,fourth,energy,uttarpradesh,jalaun,bharatiyajanataparty,male,postgraduate,"mallb
edcatedatbundelkhanduniversityjhansiuttarpradesh",60,99,0,104,0.96,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Bhanu Pratap Singh Verma
3,atnanapatil,jalgaon,22,elected,2014-05-18T00:00:00Z,inoffice,second,petroleum&naturalgasandrailways,maharashtra,jalgaon,bharatiyajanataparty,male,postgraduate,mcom,56,80,17,423,0.89,57.5,1.8,231,0.8,57.6,3.5,469,0.79,A.T. Nana Patil
3,raosahebdanvepatil,jalna,11,elected,2014-05-18T00:00:00Z,inoffice,fourth,informationtechnology,maharashtra,jalna,bharatiyajanataparty,male,undergraduate,educatedatjesjalnamaharashtra,62,6,0,89,0.61,47,1.4,182,0.8,47.3,2.9,369,0.79,Raosaheb Patil Danve
3,devjimansingrampatel,jalore,17,elected,2014-05-18T00:00:00Z,inoffice,second,agriculture,rajasthan,jalore,bharatiyajanataparty,male,matric,matriculation,41,191,9,468,0.82,57.5,1.8,231,0.8,124,3.6,315,0.87,Devji Patel
3,bijoychandrabarman,jalpaiguri,14,elected,2014-05-18T00:00:00Z,inoffice,first,humanresourcedevelopment,westbengal,jalpaiguri,allindiatrinamoolcongress,male,postgraduate,mabed,60,2,0,0,0.52,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Bijoy Chandra Barman
3,jugalkishoresharma,jammu,2,elected,2014-05-18T00:00:00Z,inoffice,first,ruraldevelopment,jammuandkashmir,jammu,bharatiyajanataparty,male,matric,matriculation,55,75,0,203,0.89,57.5,1.8,231,0.8,25,0,68,0.54,Jugal Kishore
3,poonambenhematbhaimaadam,jamnagar,20,elected,2014-05-18T00:00:00Z,inoffice,first,industry,gujarat,jamnagar,bharatiyajanataparty,female,graduate,graduate,43,30,0,255,0.83,57.5,1.8,231,0.8,36.2,2,219,0.84,Poonamben Hematbhai Maadam
3,bidyutbaranmahato,jamshedpur,4,elected,2014-05-18T00:00:00Z,inoffice,first,industry,jharkhand,jamshedpur,bharatiyajanataparty,male,inter/highersecondary,isc,55,85,2,667,0.92,57.5,1.8,231,0.8,72.2,5.3,337,0.85,Bidyut Baran Mahato
3,chiragpaswan,jamui,22,elected,2014-05-18T00:00:00Z,inoffice,first,healthandfamilywelfareandscience&technologyenvironment&forests,bihar,jamui,lokjanshaktiparty,male,professionalgraduate,btechcomputerscience,35,16,0,82,0.97,57.5,1.8,231,0.8,51.3,2.7,159,0.88,Chirag Kumar Paswan
3,abhijitmukherjee,jangipur,22,elected,2014-05-18T00:00:00Z,inoffice,second,waterresources,westbengal,jangipur,indiannationalcongress,male,professionalgraduate,"bemechfie/charteredengineer
educatedatjadavpuruniversitykolkataandinstitutionofengineerskolkata",58,31,0,146,0.97,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Abhijit Mukherjee
3,kamladevipatle,janjgir-champa,12,elected,2014-05-18T00:00:00Z,inoffice,second,chemicals&fertilizers,chhattisgarh,janjgir-champa,bharatiyajanataparty,female,undergraduate,undergraduate,51,33,0,525,0.82,57.5,1.8,231,0.8,22.8,0.1,171,0.85,Kamla Devi Patle
3,krishnpratapsingh,jaunpur,20,elected,2014-05-18T00:00:00Z,inoffice,first,chemicals&fertilizers,uttarpradesh,jaunpur,bharatiyajanataparty,male,doctorate,phd,41,5,0,68,0.93,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Krishna Pratap K.P.
3,pratimamondal,jaynagar,21,elected,2014-05-18T00:00:00Z,inoffice,first,petroleum&naturalgas,westbengal,jaynagar,allindiatrinamoolcongress,female,postgraduate,mabed,52,57,0,27,0.72,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Pratima Mondal
3,dushyantsingh,jhalawar-baran,20,elected,2014-05-18T00:00:00Z,inoffice,third,transporttourismandculture,rajasthan,jhalawar-baran,bharatiyajanataparty,male,professionalpostgraduate,bambahoteladministrationandpgdiplomainhoteloperations;educatedatdoonschooldehradun;ststephen`scollegedelhijohnsonandwalesuniversityprovidenceriusaandihttischoolofmangaementneuchatelswitzerland,44,31,0,220,0.76,57.5,1.8,231,0.8,124,3.6,315,0.87,Dushyant Singh
3,birendrakumarchoudhary,jhanjharpur,22,elected,2014-05-18T00:00:00Z,inoffice,first,industry,bihar,jhanjharpur,bharatiyajanataparty,male,postgraduate,mallb,64,36,0,33,0.97,57.5,1.8,231,0.8,51.3,2.7,159,0.88,Birendra Kumar Chaudhary
3,umasaren,jhargram,21,elected,2014-05-18T00:00:00Z,inoffice,first,chemicals&fertilizers,westbengal,jhargram,allindiatrinamoolcongress,female,professionalgraduate,mbbs,33,0,0,0,0.64,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Uma Saren
3,santoshahlawat,jhunjhunu,19,elected,2014-05-18T00:00:00Z,inoffice,first,humanresourcedevelopment,rajasthan,jhunjhunu,bharatiyajanataparty,female,professionalpostgraduate,mamed,60,91,0,509,0.95,57.5,1.8,231,0.8,124,3.6,315,0.87,Santosh Ahlawat
3,gajendrasinghshekhawat,jodhpur,18,elected,2014-05-18T00:00:00Z,inoffice,first,no,rajasthan,jodhpur,bharatiyajanataparty,male,postgraduate,pg,50,320,2,312,0.91,54.2,1.6,215,0.8,119.9,3.1,298,0.87,Gajendrasingh Shekhawat
3,kamakhyaprasadtasa,jorhat,18,elected,2014-05-18T00:00:00Z,inoffice,first,ruraldevelopment,assam,jorhat,bharatiyajanataparty,male,postgraduate,ma,42,38,0,87,0.75,57.5,1.8,231,0.8,42.8,0.5,128,0.75,Kamakhya Prasad Tasa
3,rajeshbhainaranbhaichudasama,junagadh,19,elected,2014-05-18T00:00:00Z,inoffice,first,transporttourismandculture,gujarat,junagadh,bharatiyajanataparty,male,inter/highersecondary,informationnotavailable,35,5,0,409,0.73,57.5,1.8,231,0.8,36.2,2,219,0.84,Chudasama Rajeshbhai Naranbhai
3,vinodchavda,kachchh,19,elected,2014-05-18T00:00:00Z,inoffice,first,transporttourismandculture,gujarat,kachchh,bharatiyajanataparty,male,professionalgraduate,llbbed,38,7,0,176,0.83,57.5,1.8,231,0.8,36.2,2,219,0.84,Chavda Vinod Lakhamashi
3,ysavinashreddy,kadapa,7,elected,2014-05-18T00:00:00Z,inoffice,first,labour,andhrapradesh,kadapa,yuvajanasramikarythucongressparty,male,professionalpostgraduate,btechmba,33,8,0,201,0.38,57.5,1.8,231,0.8,34.8,0.6,211,0.75,Y.S. Avinash Reddy
3,hukumsingh,kairana,21,elected,2014-05-18T00:00:00Z,03/02/2018,first,waterresources,uttarpradesh,kairana,bharatiyajanataparty,male,professionalgraduate,ballb,79,57,0,202,0.95,56.8,1.8,227,0.8,93.5,1.3,151,0.88,Hukum Singh
3,brijbhushansharansingh,kaiserganj,21,elected,2014-05-18T00:00:00Z,inoffice,fifth,urbandevelopment,uttarpradesh,kaiserganj,bharatiyajanataparty,male,postgraduate,mallb;educatedatsaketmahavidyalayavadhuniversityfaizabaduttarpradesh,61,6,0,22,0.86,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Brij Bhushan Sharan Singh
3,narasimhamthota,kakinada,22,elected,2014-05-18T00:00:00Z,inoffice,first,commerce,andhrapradesh,kakinada,telugudesamparty,male,graduate,bcomicwai,55,62,0,129,0.95,57.5,1.8,231,0.8,34.8,0.6,211,0.75,Thota Narasimham
3,arkakesharideo,kalahandi,21,elected,2014-05-18T00:00:00Z,inoffice,first,externalaffairs,odisha,kalahandi,bijujanatadal,male,graduate,ba,39,25,0,102,0.87,57.5,1.8,231,0.8,51.1,2.8,181,0.83,Arka Keshari Deo
3,gauravgogoi,kaliabor,16,elected,2014-05-18T00:00:00Z,inoffice,first,defence,assam,kaliabor,indiannationalcongress,male,postgraduate,postgraduate,35,79,3,234,0.8,57.5,1.8,231,0.8,42.8,0.5,128,0.75,Gourav Gogoi
3,kkamaraj,kallakurichi,22,elected,2014-05-18T00:00:00Z,inoffice,first,healthandfamilywelfare,tamilnadu,kallakurichi,allindiaannadravidamunnetrakazhagam,male,professionalpostgraduate,msgeneralsurgery,52,49,0,207,0.86,57.5,1.8,231,0.8,39.4,0,340,0.78,K. Kamaraj
3,kanteknathshinde,kalyan,18,elected,2014-05-18T00:00:00Z,inoffice,first,healthandfamilywelfare,maharashtra,kalyan,shivsena,male,professionalpostgraduate,mbbsmsorthpaedicsfinalyr,31,103,3,651,0.82,57.5,1.8,231,0.8,57.6,3.5,469,0.79,Shrikant Eknath Shinde
3,kmaragatham,kancheepuram,22,elected,2014-05-18T00:00:00Z,inoffice,first,socialjustice&empowerment,tamilnadu,kancheepuram,allindiaannadravidamunnetrakazhagam,female,graduate,bcom,35,36,0,424,0.81,57.5,1.8,231,0.8,39.4,0,340,0.78,K. Maragatham
3,pratyusharajeshwarisingh,kandhamal,18,elected,2014-10-19T00:00:00Z,inoffice,first,defence,odisha,kandhamal,bijujanatadal,female,graduate,basophiagirlscollegeajmerrajasthan,46,13,0,117,0.88,52.4,1.7,213,0.8,46.5,2.6,166,0.83,Pratyusha Rajeshwari Singh
3,shantakumar,kangra,20,elected,2014-05-18T00:00:00Z,inoffice,fourth,no,himachalpradesh,kangra,bharatiyajanataparty,male,professionalgraduate,ballb;educatedatpanjabuniversityanddelhilawcollegedelhi,83,0,0,13,0.9,57.5,1.8,231,0.8,32.8,0.8,154,0.9,Shanta Kumar
3,vikramusendi,kanker,21,elected,2014-05-18T00:00:00Z,inoffice,first,science&technologyenvironment&forests,chhattisgarh,kanker,bharatiyajanataparty,male,inter/highersecondary,intermediate,52,21,0,86,0.97,57.5,1.8,231,0.8,22.8,0.1,171,0.85,Vikram Dev Usendi
3,dimpleyadav,kannauj,11,elected,2014-05-18T00:00:00Z,inoffice,second,waterresources,uttarpradesh,kannauj,samajwadiparty,female,graduate,graduationinhumanitiesfromlucknowuniversity,40,2,0,0,0.34,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Dimple Yadav
3,pksreemathiteacher,kannur,18,elected,2014-05-18T00:00:00Z,inoffice,first,humanresourcedevelopment,kerala,kannur,communistpartyofindiamarxist,female,others,pre-degree,68,136,0,413,0.77,57.5,1.8,231,0.8,117.7,3.4,348,0.78,P.K. Sreemathi Teacher
3,murlimanoharjoshi,kanpur,19,elected,2014-05-18T00:00:00Z,inoffice,sixth,defence,uttarpradesh,kanpur,bharatiyajanataparty,male,doctorate,mscphysicsdphil;educatedatallahabaduniversityallahabaduttarpradesh,84,0,0,2,0.91,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Murli Manohar Joshi
3,sisiradhikari,kanthi,8,elected,2014-05-18T00:00:00Z,inoffice,second,ruraldevelopment,westbengal,kanthi,allindiatrinamoolcongress,male,inter/highersecondary,isc,76,0,0,181,0.45,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Sisir Kumar Adhikari
3,manojrajoria,karauli-dholpur,22,elected,2014-05-18T00:00:00Z,inoffice,first,healthandfamilywelfare,rajasthan,karauli-dholpur,bharatiyajanataparty,male,professionalpostgraduate,bhmsmdhomoeopathy,48,241,12,367,0.93,57.5,1.8,231,0.8,124,3.6,315,0.87,Manoj Rajoria
3,radheshyambiswas,karimganj,22,elected,2014-05-18T00:00:00Z,inoffice,first,waterresources,assam,karimganj,allindiauniteddemocraticfront,male,undergraduate,undergraduate,63,63,0,164,0.91,57.5,1.8,231,0.8,42.8,0.5,128,0.75,Radheshyam Biswas
3,bvinodkumar,karimnagar,22,elected,2014-05-18T00:00:00Z,inoffice,second,waterresources,telangana,karimnagar,telanganarashtrasamithi,male,professionalgraduate,"bscllb
educatedatuniversitycollegeoflaw
kakatiyauniversityhanamkondawarangalandhrapradesh",58,91,7,455,0.79,57.5,1.8,231,0.8,33.9,1.4,247,0.69,Vinod Kumar Boinapally
3,ashwinikumar,karnal,12,elected,2014-05-18T00:00:00Z,inoffice,first,homeaffairs,haryana,karnal,bharatiyajanataparty,male,professionalgraduate,bcomdegreeinjournalism,61,7,0,332,0.58,57.5,1.8,231,0.8,53.4,2.8,217,0.86,Ashwini Kumar
3,pkarunakaran,kasaragod,20,elected,2014-05-18T00:00:00Z,inoffice,third,informationtechnology,kerala,kasaragod,communistpartyofindiamarxist,male,postgraduate,ma;educatedatmacollegekothamangalam,72,174,13,290,0.81,57.5,1.8,231,0.8,117.7,3.4,348,0.78,P. Karunakaran
3,tariqanwar,katihar,19,elected,2014-05-18T00:00:00Z,inoffice,fifth,personnelpublicgrievanceslawandjustice,bihar,katihar,nationalistcongressparty,male,undergraduate,bsceducatedatcollegeofcommercepatnamagadhuniversitybodhgayabihar,67,37,0,121,0.89,57.5,1.8,231,0.8,51.3,2.7,159,0.88,Tariq Anwar
3,vinodkumarsonkar,kaushambi,22,elected,2014-05-18T00:00:00Z,inoffice,first,commerce,uttarpradesh,kaushambi,bharatiyajanataparty,male,graduate,ba,48,65,0,118,0.89,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Vinod Kumar Sonkar
3,"baijyayant""jay""panda",kendrapara,16,elected,2014-05-18T00:00:00Z,inoffice,second,homeaffairs,odisha,kendrapara,bijujanatadal,male,graduate,dualdegreecourseinengineeringandmanagementincommunications;educatedatmichigantechnologicaluniversityusa,54,18,21,438,0.82,57.5,1.8,231,0.8,51.1,2.8,181,0.83,Baijayant Jay Panda
3,sakuntalalaguri,keonjhar,22,elected,2014-05-18T00:00:00Z,inoffice,first,foodconsumeraffairs&publicdistribution,odisha,keonjhar,bijujanatadal,female,matric,matric,37,10,0,254,0.82,57.5,1.8,231,0.8,51.1,2.8,181,0.83,Sakuntala Laguri
3,ranjitsinghbrahmpura,khadoorsahib,15,elected,2014-05-18T00:00:00Z,inoffice,first,externalaffairs,punjab,khadoorsahib,shiromaniakalidal,male,undermatric,undermatric,80,6,0,30,0.66,57.5,1.8,231,0.8,40.5,0.9,107,0.7,Ranjit Singh Brahmpura
3,choudharymehboobalikaiser,khagaria,21,elected,2014-05-18T00:00:00Z,inoffice,first,personnelpublicgrievanceslawandjustice,bihar,khagaria,lokjanshaktiparty,male,graduate,graduate,50,2,0,4,0.88,57.5,1.8,231,0.8,51.3,2.7,159,0.88,Mahboob Ali Kaiser
3,nagendrasingh,khajuraho,21,elected,2014-05-18T00:00:00Z,inoffice,first,science&technologyenvironment&forests,madhyapradesh,khajuraho,bharatiyajanataparty,male,graduate,bcom,74,7,0,0,0.84,57.5,1.8,231,0.8,63.6,0.7,225,0.82,Nagendra Singh
3,psrinivasareddy,khammam,14,elected,2014-05-18T00:00:00Z,inoffice,first,transporttourismandculture,telangana,khammam,yuvajanasramikarythucongressparty,male,graduate,graduate,52,32,0,346,0.65,57.5,1.8,231,0.8,33.9,1.4,247,0.69,Ponguleti Srinivasa Reddy
3,nandkumarsinghchauhan,khandwa,9,elected,2014-05-18T00:00:00Z,inoffice,fifth,healthandfamilywelfare,madhyapradesh,khandwa,bharatiyajanataparty,male,graduate,"ba
educatedatsevasadanmahavidyalayaburhanpur",65,5,0,0,0.51,57.5,1.8,231,0.8,63.6,0.7,225,0.82,Nandkumar Singh Chouhan (Nandu Bhaiya)
3,subhashpatel,khargone,18,elected,2014-05-18T00:00:00Z,inoffice,first,waterresources,madhyapradesh,khargone,bharatiyajanataparty,male,postgraduate,masociology,39,8,0,95,0.92,57.5,1.8,231,0.8,63.6,0.7,225,0.82,Subhash Patel
3,devusinhjesingbhaichauhan,kheda,20,elected,2014-05-18T00:00:00Z,inoffice,first,waterresources,gujarat,kheda,bharatiyajanataparty,male,inter/highersecondary,informationnotavailable,53,21,0,214,0.84,57.5,1.8,231,0.8,36.2,2,219,0.84,Chauhan Devusinh Jesingbhai
3,ajaymisrateni,kheri,21,elected,2014-05-18T00:00:00Z,inoffice,first,ruraldevelopment,uttarpradesh,kheri,bharatiyajanataparty,male,professionalgraduate,bscllb,57,215,5,371,0.97,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Ajay Misra Teni
3,kariyamunda,khunti,12,elected,2014-05-18T00:00:00Z,inoffice,eighth,socialjustice&empowerment,jharkhand,khunti,bharatiyajanataparty,male,postgraduate,ma;educatedatranchiuniversityranchijharkhand,81,2,0,0,0.95,57.5,1.8,231,0.8,72.2,5.3,337,0.85,Kariya Munda
3,mohammadasrarulhaque,kishanganj,20,elected,2014-05-18T00:00:00Z,inoffice,second,industry,bihar,kishanganj,indiannationalcongress,male,postgraduate,fazilma;educatedatdarululoomdeobanduttarpradesh,76,13,0,1,0.9,57.5,1.8,231,0.8,51.3,2.7,159,0.88,Asrarul Haque Mohammad
3,ravindrakumarray,kodarma,2,elected,2014-05-18T00:00:00Z,inoffice,first,coal&steel,jharkhand,kodarma,bharatiyajanataparty,male,doctorate,maphd,59,53,0,268,0.78,57.5,1.8,231,0.8,72.2,5.3,337,0.85,Ravindra Kumar Ray
3,nabakumarsaraniahira,kokrajhar,17,elected,2014-05-18T00:00:00Z,inoffice,first,labour,assam,kokrajhar,independent,male,inter/highersecondary,highersecondary,48,17,0,54,0.82,57.5,1.8,231,0.8,42.8,0.5,128,0.75,Naba Kumar Sarania (Hira)
3,khmuniyappa,kolar,21,elected,2014-05-18T00:00:00Z,inoffice,seventh,railways,karnataka,kolar,indiannationalcongress,male,professionalgraduate,ballb;educatedatbangaloreuniversitykarnataka,69,20,0,0,0.8,57.5,1.8,231,0.8,41.9,0.3,304,0.81,K.H. Muniyappa
3,dhananjaymahadik,kolhapur,22,elected,2014-05-18T00:00:00Z,inoffice,first,commerce,maharashtra,kolhapur,nationalistcongressparty,male,graduate,bcom,46,46,1,884,0.72,57.5,1.8,231,0.8,57.6,3.5,469,0.79,Dhananjay Bhimrao Mahadik
3,subratabakshi,kolkatadakshin,12,elected,2014-05-18T00:00:00Z,inoffice,second,transporttourismandculture,westbengal,kolkatadakshin,allindiatrinamoolcongress,male,professionalgraduate,bscllb,67,0,0,0,0.27,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Subrata Bakshi
3,sudipbandyopadhyay,kolkatauttar,10,elected,2014-05-18T00:00:00Z,inoffice,fourth,railways,westbengal,kolkatauttar,allindiatrinamoolcongress,male,graduate,bsc;educatedatkncollegeberhamporewestbengal,65,47,0,0,0.57,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Sudip Bandyopadhyay
3,nkpremachandran,kollam,19,elected,2014-05-18T00:00:00Z,inoffice,third,humanresourcedevelopment,kerala,kollam,revolutionarysocialistparty,male,professionalgraduate,bscllb,57,250,4,391,0.87,57.5,1.8,231,0.8,117.7,3.4,348,0.78,N.K.Premachandran
3,sangannakaradi,koppal,20,elected,2014-05-18T00:00:00Z,inoffice,first,agriculture,karnataka,koppal,bharatiyajanataparty,male,inter/highersecondary,slc,67,34,0,148,0.83,57.5,1.8,231,0.8,41.9,0.3,304,0.81,Karadi Sanganna Amarappa
3,jhinahikaka,koraput,16,elected,2014-05-18T00:00:00Z,inoffice,first,socialjustice&empowerment,odisha,koraput,bijujanatadal,male,postgraduate,mallb,42,7,0,10,0.71,57.5,1.8,231,0.8,51.1,2.8,181,0.83,Jhina Hikaka
3,banshilalmahto,korba,10,elected,2014-05-18T00:00:00Z,inoffice,first,coal&steel,chhattisgarh,korba,bharatiyajanataparty,male,professionalgraduate,bams,77,29,0,319,0.83,57.5,1.8,231,0.8,22.8,0.1,171,0.85,Banshilal Mahto
3,ombirla,kota,17,elected,2014-05-18T00:00:00Z,inoffice,first,energy,rajasthan,kota,bharatiyajanataparty,male,postgraduate,mcom,55,142,5,566,0.87,57.5,1.8,231,0.8,124,3.6,315,0.87,Om Birla
3,josekmani,kottayam,12,elected,2014-05-18T00:00:00Z,inoffice,second,externalaffairs,kerala,kottayam,keralacongressm,male,postgraduate,bcommbamarketing;educatedatloyolacollegechennaiandpsgcollegeoftechnologycoimbatore,52,108,0,334,0.77,57.5,1.8,231,0.8,117.7,3.4,348,0.78,Jose K. Mani
3,mkraghavan,kozhikode,16,elected,2014-05-18T00:00:00Z,inoffice,second,healthandfamilywelfare,kerala,kozhikode,indiannationalcongress,male,graduate,bahistory,65,62,15,305,0.74,57.5,1.8,231,0.8,117.7,3.4,348,0.78,M. K. Raghavan
3,kashokkumar,krishnagiri,22,elected,2014-05-18T00:00:00Z,inoffice,first,chemicals&fertilizers,tamilnadu,krishnagiri,allindiaannadravidamunnetrakazhagam,male,matric,matric,64,77,0,330,0.87,57.5,1.8,231,0.8,39.4,0,340,0.78,K. Ashok Kumar
3,tapaspaul,krishnanagar,20,elected,2014-05-18T00:00:00Z,inoffice,second,industry,westbengal,krishnanagar,allindiatrinamoolcongress,male,graduate,bscbioscience;educatedatburdwanuniversity,59,8,0,7,0.47,57.5,1.8,231,0.8,28.9,0.3,73,0.66,Tapas Paul
3,renukabutta,kurnool,16,elected,2014-05-18T00:00:00Z,inoffice,first,ruraldevelopment,andhrapradesh,kurnool,yuvajanasramikarythucongressparty,female,inter/highersecondary,highersecondary,46,43,0,107,0.63,57.5,1.8,231,0.8,34.8,0.6,211,0.75,Butta Renuka
3,rajkumarsaini,kurukshetra,22,elected,2014-05-18T00:00:00Z,inoffice,first,industry,haryana,kurukshetra,bharatiyajanataparty,male,graduate,graduate,64,23,0,44,0.89,57.5,1.8,231,0.8,53.4,2.8,217,0.86,Raj Kumar Saini
3,rajeshpandey,kushinagar,20,elected,2014-05-18T00:00:00Z,inoffice,first,transporttourismandculture,uttarpradesh,kushinagar,bharatiyajanataparty,male,postdiplomacourse,pgdbaeducatedatinstituteofproductivityandmanagementlucknowup,58,8,2,61,0.94,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Rajesh Pandey Urf Guddu
3,thupstanchhewang,ladakh,20,elected,2014-05-18T00:00:00Z,inoffice,second,defence,jammuandkashmir,ladakh,bharatiyajanataparty,male,professionalgraduate,ballb;educatedatramjascollegeuniversityofdelhiandlawfacultyuniversityofdelhidelhi,70,20,0,31,0.9,57.5,1.8,231,0.8,25,0,68,0.54,Thupstan Chhewang
3,faizalppmohammad,lakshadweep,16,elected,2014-05-18T00:00:00Z,inoffice,first,homeaffairs,lakshadweep,lakshadweep,nationalistcongressparty,male,professionalpostgraduate,mba,42,43,0,319,0.79,57.5,1.8,231,0.8,43,0,319,0.79,P.P. Mohammed Faizal
3,neelamsonker,lalganj,22,elected,2014-05-18T00:00:00Z,inoffice,first,humanresourcedevelopment,uttarpradesh,lalganj,bharatiyajanataparty,female,postgraduate,ma,45,48,0,305,0.95,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Neelam Sonkar
3,sunilgaikwad,latur,21,elected,2014-05-18T00:00:00Z,inoffice,first,informationtechnology,maharashtra,latur,bharatiyajanataparty,male,doctorate,phdmbamarketingmapolscbmctndmdacu,47,36,0,595,0.97,57.5,1.8,231,0.8,57.6,3.5,469,0.79,Sunil Baliram Gaikwad
3,sudarshanbhagat,lohardaga,3,elected,2014-05-18T00:00:00Z,inoffice,second,no,jharkhand,lohardaga,bharatiyajanataparty,male,graduate,bahons;educatedatkartikuraoncollegegumlauniversityofranchijharkhand,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sudarshan Bhagat
3,ravneetsinghbittu,ludhiana,20,elected,2014-05-18T00:00:00Z,inoffice,second,petroleum&naturalgas,punjab,ludhiana,indiannationalcongress,male,graduate,bcaeducatedatgurunanakpublicschoolchandigarhandeasterninstituteforintegratedlearninginmanagementuniversitysikkim,42,48,4,425,0.88,57.5,1.8,231,0.8,40.5,0.9,107,0.7,Ravneet Singh
3,ramcharitra,machhlishahr,21,elected,2014-05-18T00:00:00Z,inoffice,first,transporttourismandculture,uttarpradesh,machhlishahr,bharatiyajanataparty,male,inter/highersecondary,inter-mediate,53,22,0,460,0.97,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Ram Charitra Nishad
3,konakallanarayanarao,machilipatnam,14,elected,2014-05-18T00:00:00Z,inoffice,second,agriculture,andhrapradesh,machilipatnam,telugudesamparty,male,inter/highersecondary,NA,67,1,0,138,0.81,57.5,1.8,231,0.8,34.8,0.6,211,0.75,Konakalla Narayana Rao
3,vijaysinhmohitepatil,madha,12,elected,2014-05-18T00:00:00Z,inoffice,first,waterresources,maharashtra,madha,nationalistcongressparty,male,matric,matric,73,0,0,857,0.59,57.5,1.8,231,0.8,57.6,3.5,469,0.79,Vijaysinh Shankarrao Mohite Patil
3,rajeshranjan,madhepura,17,elected,2014-05-18T00:00:00Z,inoffice,fifth,transporttourismandculture,bihar,madhepura,rashtriyajanatadal,male,graduate,ba,50,193,19,288,0.75,57.5,1.8,231,0.8,51.3,2.7,159,0.88,Rajesh Ranjan @ Pappu Yadav
3,hukmdeonarayanyadav,madhubani,22,elected,2014-05-18T00:00:00Z,inoffice,fifth,agriculture,bihar,madhubani,bharatiyajanataparty,male,graduate,graduateamanatlandsurveying;educatedatchandradharimithilacollegedarbhangabihar,78,36,0,31,0.98,57.5,1.8,231,0.8,51.3,2.7,159,0.88,Hukamdeo Narayan Yadav
3,rgopalakrishnan,madurai,20,elected,2014-05-18T00:00:00Z,inoffice,first,urbandevelopment,tamilnadu,madurai,allindiaannadravidamunnetrakazhagam,male,graduate,bcom,49,24,0,352,0.78,57.5,1.8,231,0.8,39.4,0,340,0.78,R. Gopalakrishnan
3,seetaramajmeeranaik,mahabubabad,14,elected,2014-05-18T00:00:00Z,inoffice,first,socialjustice&empowerment,telangana,mahabubabad,telanganarashtrasamithi,male,doctorate,educatedatkakatiyauniversitywarangal,60,24,0,122,0.72,57.5,1.8,231,0.8,33.9,1.4,247,0.69,Azmeera Seetaram Naik
3,apjithenderreddy,mahabubnagar,18,elected,2014-05-18T00:00:00Z,inoffice,second,defence,telangana,mahabubnagar,telanganarashtrasamithi,male,graduate,educatedatosmaniauniversityhyderabadtelangana,63,76,4,121,0.86,57.5,1.8,231,0.8,33.9,1.4,247,0.69,A.P. Jithender Reddy
3,pankajchowdhary,maharajganj,20,elected,2014-05-18T00:00:00Z,inoffice,fifth,chemicals&fertilizersandscience&technologyenvironment&forests,uttarpradesh,maharajganj,bharatiyajanataparty,male,graduate,ba;educatedatgorakhpuruniversitygorakhpuruttarpradesh,53,24,2,268,0.85,57.5,1.8,231,0.8,94.1,1.3,153,0.88,Pankaj Chowdhary
3,janardansinghsigriwal,maharajganj,22,elected,2014-05-18T00:00:00Z,inoffice,first,coal&steel,bihar,maharajganj,bharatiyajanataparty,male,postgraduate,ma,59,68,10,341,0.95,57.5,1.8,231,0.8,51.3,2.7,159,0.88,Janardan Singh Sigriwal
3,chandulalsahu,mahasamund,19,elected,2014-05-18T00:00:00Z,inoffice,second,coal&steel,chhattisgarh,mahasamund,bharatiyajanataparty,male,professionalgraduate,bcomllb;educatedatrajivlochancollegerajimand;durgacollegeraipur,58,15,0,159,0.95,57.5,1.8,231,0.8,22.8,0.1,171,0.85,Chandu Lal Sahu
